date,ticker,VOLATILITY_30D,VOLATILITY_90D,VOLATILITY_120D,VOLATILITY_260D
2024-01-02,AAPL US Equity,16.945,19.519,20.249,21.345
2024-01-03,AAPL US Equity,16.77,19.456,20.277,21.363
2024-01-04,AAPL US Equity,17.1,19.529,20.192,21.292
2024-01-05,AAPL US Equity,17.039,19.184,20.198,21.147
2024-01-08,AAPL US Equity,18.613,19.347,20.489,21.264
2024-01-09,AAPL US Equity,18.618,19.349,20.44,21.212
2024-01-10,AAPL US Equity,18.682,19.318,20.441,20.962
2024-01-11,AAPL US Equity,18.642,19.323,20.434,20.798
2024-01-12,AAPL US Equity,18.622,18.284,20.424,20.798
2024-01-16,AAPL US Equity,18.788,17.678,20.488,20.462
2024-01-17,AAPL US Equity,18.659,17.695,20.48,20.454
2024-01-18,AAPL US Equity,20.135,18.481,20.938,20.647
2024-01-19,AAPL US Equity,20.65,18.395,21.061,20.4
2024-01-22,AAPL US Equity,20.75,18.357,21.13,20.426
2024-01-23,AAPL US Equity,20.726,18.335,21.026,20.43
2024-01-24,AAPL US Equity,20.368,18.329,21.003,20.344
2024-01-25,AAPL US Equity,20.235,18.136,19.676,20.345
2024-01-26,AAPL US Equity,19.725,18.194,19.546,20.354
2024-01-29,AAPL US Equity,19.733,17.846,19.543,20.346
2024-01-30,AAPL US Equity,20.478,18.107,19.716,20.441
2024-01-31,AAPL US Equity,21.076,18.425,19.935,20.547
2024-02-01,AAPL US Equity,21.464,18.517,20.025,20.505
2024-02-02,AAPL US Equity,21.316,18.065,19.999,20.395
2024-02-05,AAPL US Equity,21.589,18.048,19.973,20.394
2024-02-06,AAPL US Equity,21.742,18.094,19.992,20.4
2024-02-07,AAPL US Equity,21.736,18.091,19.863,20.354
2024-02-08,AAPL US Equity,21.786,17.975,19.883,20.326
2024-02-09,AAPL US Equity,21.795,17.914,19.858,20.214
2024-02-12,AAPL US Equity,21.892,17.963,19.879,20.224
2024-02-13,AAPL US Equity,19.246,18.049,19.7,20.25
2024-02-14,AAPL US Equity,19.166,17.908,19.309,19.941
2024-02-15,AAPL US Equity,18.763,17.858,19.225,19.804
2024-02-16,AAPL US Equity,18.906,17.91,19.225,19.735
2024-02-20,AAPL US Equity,17.454,17.876,18.966,19.654
2024-02-21,AAPL US Equity,17.508,17.87,18.763,19.57
2024-02-22,AAPL US Equity,17.766,17.877,18.838,19.583
2024-02-23,AAPL US Equity,17.987,17.965,18.85,19.613
2024-02-26,AAPL US Equity,18.088,17.946,18.879,19.547
2024-02-27,AAPL US Equity,17.917,17.946,18.137,19.555
2024-02-28,AAPL US Equity,17.96,17.981,17.619,19.524
2024-02-29,AAPL US Equity,14.926,17.804,17.621,19.497
2024-03-01,AAPL US Equity,14.027,17.839,17.618,19.491
2024-03-04,AAPL US Equity,14.982,18.385,17.844,19.473
2024-03-05,AAPL US Equity,16.447,18.899,18.263,19.694
2024-03-06,AAPL US Equity,16.446,18.434,18.233,19.703
2024-03-07,AAPL US Equity,16.466,18.385,18.224,19.613
2024-03-08,AAPL US Equity,17.002,18.348,18.114,19.622
2024-03-11,AAPL US Equity,17.655,18.452,18.177,19.65
2024-03-12,AAPL US Equity,17.047,18.181,17.939,19.594
2024-03-13,AAPL US Equity,16.511,17.947,17.981,19.633
2024-03-14,AAPL US Equity,16.313,18.031,18.039,19.363
2024-03-15,AAPL US Equity,16.291,17.853,18.007,19.281
2024-03-18,AAPL US Equity,16.08,17.709,17.688,19.231
2024-03-19,AAPL US Equity,16.461,17.838,17.746,19.259
2024-03-20,AAPL US Equity,17.222,18.017,17.871,19.246
2024-03-21,AAPL US Equity,20.917,18.973,18.919,19.655
2024-03-22,AAPL US Equity,20.997,18.956,18.808,19.62
2024-03-25,AAPL US Equity,20.98,18.821,18.813,19.593
2024-03-26,AAPL US Equity,20.857,18.832,18.806,19.605
2024-03-27,AAPL US Equity,22.044,19.132,19.035,19.629
2024-03-28,AAPL US Equity,22.19,19.201,18.97,19.652
2024-04-01,AAPL US Equity,22.191,19.158,18.964,19.614
2024-04-02,AAPL US Equity,22.228,19.176,18.984,19.593
2024-04-03,AAPL US Equity,22.246,19.187,18.96,19.575
2024-04-04,AAPL US Equity,21.846,19.172,18.953,19.571
2024-04-05,AAPL US Equity,21.846,19.197,18.911,19.559
2024-04-08,AAPL US Equity,21.83,19.204,18.934,19.53
2024-04-09,AAPL US Equity,21.793,19.247,18.927,19.538
2024-04-10,AAPL US Equity,21.915,19.307,18.966,19.475
2024-04-11,AAPL US Equity,25.727,20.662,19.989,19.905
2024-04-12,AAPL US Equity,25.839,20.673,19.906,19.864
2024-04-15,AAPL US Equity,25.535,20.649,20.177,19.976
2024-04-16,AAPL US Equity,24.699,20.866,20.374,20.068
2024-04-17,AAPL US Equity,24.758,20.802,20.311,20.052
2024-04-18,AAPL US Equity,24.813,20.754,19.992,20.054
2024-04-19,AAPL US Equity,24.835,20.743,20.038,20.026
2024-04-22,AAPL US Equity,24.591,20.71,19.969,20.018
2024-04-23,AAPL US Equity,24.671,20.516,19.987,20.022
2024-04-24,AAPL US Equity,24.771,20.661,19.884,19.779
2024-04-25,AAPL US Equity,24.587,20.694,19.659,19.784
2024-04-26,AAPL US Equity,24.597,20.663,19.652,19.788
2024-04-29,AAPL US Equity,25.656,21.109,19.873,19.925
2024-04-30,AAPL US Equity,25.873,21.249,19.932,20.0
2024-05-01,AAPL US Equity,25.441,21.263,19.925,20.0
2024-05-02,AAPL US Equity,23.211,21.622,20.197,20.093
2024-05-03,AAPL US Equity,28.937,23.881,21.736,20.914
2024-05-06,AAPL US Equity,28.966,23.925,21.74,20.912
2024-05-07,AAPL US Equity,28.839,23.932,21.643,20.915
2024-05-08,AAPL US Equity,28.262,23.922,21.64,20.731
2024-05-09,AAPL US Equity,28.092,23.17,21.65,20.741
2024-05-10,AAPL US Equity,28.084,23.177,21.682,20.759
2024-05-13,AAPL US Equity,28.267,23.264,21.796,20.82
2024-05-14,AAPL US Equity,28.277,23.274,21.808,20.816
2024-05-15,AAPL US Equity,28.27,23.009,21.878,20.823
2024-05-16,AAPL US Equity,28.288,23.005,21.853,20.317
2024-05-17,AAPL US Equity,28.124,22.986,21.853,20.317
2024-05-20,AAPL US Equity,28.115,23.0,21.866,20.298
2024-05-21,AAPL US Equity,27.72,23.026,21.874,20.284
2024-05-22,AAPL US Equity,25.354,22.961,21.899,20.3
2024-05-23,AAPL US Equity,26.301,23.241,22.101,20.403
2024-05-24,AAPL US Equity,25.548,22.758,22.193,20.464
2024-05-28,AAPL US Equity,24.594,22.603,21.975,20.464
2024-05-29,AAPL US Equity,24.319,22.507,21.961,20.462
2024-05-30,AAPL US Equity,24.12,22.496,21.923,20.425
2024-05-31,AAPL US Equity,23.539,22.507,21.908,20.43
2024-06-03,AAPL US Equity,23.569,22.561,21.866,20.441
2024-06-04,AAPL US Equity,23.593,22.509,21.836,20.38
2024-06-05,AAPL US Equity,23.497,22.537,21.728,20.393
2024-06-06,AAPL US Equity,23.78,22.317,21.753,20.398
2024-06-07,AAPL US Equity,23.748,22.14,21.827,20.387
2024-06-10,AAPL US Equity,24.065,22.296,21.977,20.457
2024-06-11,AAPL US Equity,30.305,25.259,24.296,21.62
2024-06-12,AAPL US Equity,30.692,25.636,24.581,21.742
2024-06-13,AAPL US Equity,30.395,25.616,24.59,21.743
2024-06-14,AAPL US Equity,26.332,25.668,24.608,21.746
2024-06-17,AAPL US Equity,26.29,25.825,24.757,21.826
2024-06-18,AAPL US Equity,26.781,25.914,24.82,21.841
2024-06-20,AAPL US Equity,27.989,26.155,25.043,21.907
2024-06-21,AAPL US Equity,28.303,26.144,25.082,21.934
2024-06-24,AAPL US Equity,28.048,26.124,24.467,21.884
2024-06-25,AAPL US Equity,27.754,26.124,24.44,21.885
2024-06-26,AAPL US Equity,28.151,26.254,24.508,21.968
2024-06-27,AAPL US Equity,28.05,26.237,24.498,21.945
2024-06-28,AAPL US Equity,28.704,26.418,24.406,22.002
2024-07-01,AAPL US Equity,29.644,26.772,24.74,22.182
2024-07-02,AAPL US Equity,29.843,26.802,24.828,22.227
2024-07-03,AAPL US Equity,29.838,26.758,24.827,22.177
2024-07-05,AAPL US Equity,29.977,26.939,25.001,22.273
2024-07-08,AAPL US Equity,28.77,26.903,24.923,22.265
2024-07-09,AAPL US Equity,28.626,26.881,24.902,22.221
2024-07-10,AAPL US Equity,28.784,26.976,24.622,22.286
2024-07-11,AAPL US Equity,30.171,26.91,24.818,22.419
2024-07-12,AAPL US Equity,30.237,26.394,24.826,22.342
2024-07-15,AAPL US Equity,30.385,26.44,24.916,22.383
2024-07-16,AAPL US Equity,30.413,26.431,24.904,22.373
2024-07-17,AAPL US Equity,31.884,26.876,25.223,22.528
2024-07-18,AAPL US Equity,32.836,27.146,25.388,22.621
2024-07-19,AAPL US Equity,32.66,27.149,25.378,22.591
2024-07-22,AAPL US Equity,32.633,27.035,25.193,22.589
2024-07-23,AAPL US Equity,31.789,27.003,25.001,22.578
2024-07-24,AAPL US Equity,26.429,27.543,25.352,22.772
2024-07-25,AAPL US Equity,25.194,27.565,25.349,22.778
2024-07-26,AAPL US Equity,25.156,27.5,25.318,22.717
2024-07-29,AAPL US Equity,25.008,27.419,25.294,22.717
2024-07-30,AAPL US Equity,24.346,26.345,25.295,22.708
2024-07-31,AAPL US Equity,24.458,26.423,25.353,22.729
2024-08-01,AAPL US Equity,24.074,26.57,25.496,22.786
2024-08-02,AAPL US Equity,23.837,26.529,25.463,22.792
2024-08-05,AAPL US Equity,28.359,27.806,26.481,23.329
2024-08-06,AAPL US Equity,28.481,27.796,26.515,23.347
2024-08-07,AAPL US Equity,28.08,27.789,26.566,23.369
2024-08-08,AAPL US Equity,28.515,27.846,26.624,23.388
2024-08-09,AAPL US Equity,28.342,27.907,26.673,23.425
2024-08-12,AAPL US Equity,27.061,27.881,26.679,23.426
2024-08-13,AAPL US Equity,27.114,27.985,26.74,23.43
2024-08-14,AAPL US Equity,27.065,27.936,26.684,23.417
2024-08-15,AAPL US Equity,26.582,27.983,26.705,22.911
2024-08-16,AAPL US Equity,26.568,27.876,26.696,22.843
2024-08-19,AAPL US Equity,26.539,27.055,26.669,22.839
2024-08-20,AAPL US Equity,25.898,27.037,26.657,22.818
2024-08-21,AAPL US Equity,24.939,26.699,26.633,22.818
2024-08-22,AAPL US Equity,24.71,26.491,26.357,22.836
2024-08-23,AAPL US Equity,24.362,26.445,25.977,22.839
2024-08-26,AAPL US Equity,24.359,26.4,25.947,22.806
2024-08-27,AAPL US Equity,23.176,26.26,25.944,22.8
2024-08-28,AAPL US Equity,22.386,26.319,25.954,22.759
2024-08-29,AAPL US Equity,22.782,26.381,25.979,22.798
2024-08-30,AAPL US Equity,22.807,26.361,25.993,22.793
2024-09-03,AAPL US Equity,24.291,26.886,26.281,22.962
2024-09-04,AAPL US Equity,22.758,26.938,26.298,22.886
2024-09-05,AAPL US Equity,22.781,26.689,26.3,22.729
2024-09-06,AAPL US Equity,22.895,26.492,26.327,22.712
2024-09-09,AAPL US Equity,22.893,26.45,26.272,22.698
2024-09-10,AAPL US Equity,22.915,26.272,26.216,22.605
2024-09-11,AAPL US Equity,22.736,24.518,25.441,22.557
2024-09-12,AAPL US Equity,22.118,24.442,25.438,22.557
2024-09-13,AAPL US Equity,22.041,24.448,25.395,22.544
2024-09-16,AAPL US Equity,18.17,24.994,25.757,22.728
2024-09-17,AAPL US Equity,17.851,24.955,25.601,22.422
2024-09-18,AAPL US Equity,18.226,25.042,25.641,22.279
2024-09-19,AAPL US Equity,20.548,25.588,26.086,22.561
2024-09-20,AAPL US Equity,20.306,25.595,26.06,22.557
2024-09-23,AAPL US Equity,20.458,25.591,26.101,22.5
2024-09-24,AAPL US Equity,19.895,25.592,26.079,22.464
2024-09-25,AAPL US Equity,19.956,25.614,26.097,22.457
2024-09-26,AAPL US Equity,19.614,25.61,26.064,22.455
2024-09-27,AAPL US Equity,19.543,25.596,26.056,22.399
2024-09-30,AAPL US Equity,20.651,25.785,26.144,22.498
2024-10-01,AAPL US Equity,22.585,26.046,25.904,22.607
2024-10-02,AAPL US Equity,22.597,25.929,25.886,22.585
2024-10-03,AAPL US Equity,22.504,25.954,25.656,22.589
2024-10-04,AAPL US Equity,22.34,25.959,25.456,22.584
2024-10-07,AAPL US Equity,23.349,26.295,25.681,22.574
2024-10-08,AAPL US Equity,24.008,26.441,25.759,22.618
2024-10-09,AAPL US Equity,24.44,26.532,25.746,22.671
2024-10-10,AAPL US Equity,24.06,26.541,25.754,22.673
2024-10-11,AAPL US Equity,24.117,26.559,25.785,22.644
2024-10-14,AAPL US Equity,23.052,26.632,25.822,22.679
2024-10-15,AAPL US Equity,23.014,26.617,25.849,22.692
2024-10-16,AAPL US Equity,23.185,26.43,25.89,22.706
2024-10-17,AAPL US Equity,23.036,23.665,25.684,22.665
2024-10-18,AAPL US Equity,23.243,23.283,25.534,22.68
2024-10-21,AAPL US Equity,23.204,23.288,25.506,22.682
2024-10-22,AAPL US Equity,23.078,23.241,25.36,22.675
2024-10-23,AAPL US Equity,24.158,23.353,24.234,22.787
2024-10-24,AAPL US Equity,24.155,23.266,24.182,22.759
2024-10-25,AAPL US Equity,22.372,22.941,24.181,22.76
2024-10-28,AAPL US Equity,22.45,22.887,24.201,22.751
2024-10-29,AAPL US Equity,21.945,22.885,24.172,22.735
2024-10-30,AAPL US Equity,19.773,23.055,24.262,22.793
2024-10-31,AAPL US Equity,20.525,23.063,24.334,22.821
2024-11-01,AAPL US Equity,20.785,23.179,24.425,22.866
2024-11-04,AAPL US Equity,20.762,23.009,24.386,22.871
2024-11-05,AAPL US Equity,20.843,22.516,24.397,22.831
2024-11-06,AAPL US Equity,20.788,22.358,24.406,22.686
2024-11-07,AAPL US Equity,21.794,22.625,24.572,22.764
2024-11-08,AAPL US Equity,20.634,22.333,24.565,22.74
2024-11-11,AAPL US Equity,18.976,22.4,24.61,22.777
2024-11-12,AAPL US Equity,18.957,22.39,24.379,22.709
2024-11-13,AAPL US Equity,18.946,22.164,24.28,22.627
2024-11-14,AAPL US Equity,19.337,21.928,24.347,22.654
2024-11-15,AAPL US Equity,18.543,21.947,24.458,22.664
2024-11-18,AAPL US Equity,18.162,21.879,24.515,22.658
2024-11-19,AAPL US Equity,17.457,21.878,24.509,22.653
2024-11-20,AAPL US Equity,17.473,21.443,24.483,22.651
2024-11-21,AAPL US Equity,17.37,21.145,24.489,22.557
2024-11-22,AAPL US Equity,16.735,21.167,24.479,22.543
2024-11-25,AAPL US Equity,16.869,21.275,24.506,22.536
2024-11-26,AAPL US Equity,16.876,21.317,24.481,22.551
2024-11-27,AAPL US Equity,16.875,20.693,24.286,22.536
2024-11-29,AAPL US Equity,16.753,20.731,22.077,22.556
2024-12-02,AAPL US Equity,16.886,20.781,21.743,22.557
2024-12-03,AAPL US Equity,17.246,20.876,21.802,22.582
2024-12-04,AAPL US Equity,15.724,20.874,21.758,22.58
2024-12-05,AAPL US Equity,15.712,20.74,21.586,22.566
2024-12-06,AAPL US Equity,15.721,20.511,21.513,22.566
2024-12-09,AAPL US Equity,16.173,20.644,21.355,22.615
2024-12-10,AAPL US Equity,16.184,18.698,21.285,22.608
2024-12-11,AAPL US Equity,15.435,18.629,21.306,22.616
2024-12-12,AAPL US Equity,14.056,18.555,21.312,22.614
2024-12-13,AAPL US Equity,13.115,18.383,21.136,22.589
2024-12-16,AAPL US Equity,13.097,18.348,21.188,22.527
2024-12-17,AAPL US Equity,13.183,18.384,21.057,22.533
2024-12-18,AAPL US Equity,15.169,18.619,20.942,22.629
2024-12-19,AAPL US Equity,14.221,18.645,20.842,22.628
2024-12-20,AAPL US Equity,14.835,18.765,20.992,22.654
2024-12-23,AAPL US Equity,13.981,18.751,20.777,22.644
2024-12-24,AAPL US Equity,14.06,18.826,20.818,22.615
2024-12-26,AAPL US Equity,14.067,18.827,20.816,22.616
2024-12-27,AAPL US Equity,14.796,18.994,20.758,22.658
2024-12-30,AAPL US Equity,14.701,19.09,20.549,22.684
2024-12-31,AAPL US Equity,14.76,19.08,20.503,22.694
2025-01-02,AAPL US Equity,17.249,19.658,20.757,22.831
2025-01-03,AAPL US Equity,17.294,19.657,20.758,22.832
2025-01-06,AAPL US Equity,17.297,19.64,20.416,22.83
2025-01-07,AAPL US Equity,17.746,19.61,20.248,22.861
2025-01-08,AAPL US Equity,17.406,19.599,20.249,22.861
2025-01-10,AAPL US Equity,18.852,19.471,20.583,23.001
2025-01-13,AAPL US Equity,19.12,19.498,20.635,23.02
2025-01-14,AAPL US Equity,18.899,19.49,20.176,22.721
2025-01-15,AAPL US Equity,19.618,19.711,20.353,22.781
2025-01-16,AAPL US Equity,22.716,20.982,21.277,23.13
2025-01-17,AAPL US Equity,22.876,21.006,21.303,23.134
2025-01-21,AAPL US Equity,24.619,21.658,21.847,23.259
2025-01-22,AAPL US Equity,24.739,21.677,21.75,23.261
2025-01-23,AAPL US Equity,24.057,21.676,21.604,23.257
2025-01-24,AAPL US Equity,23.944,21.133,21.589,23.258
2025-01-27,AAPL US Equity,26.121,21.783,20.793,23.459
2025-01-28,AAPL US Equity,28.446,22.414,21.37,23.682
2025-01-29,AAPL US Equity,28.496,21.567,21.31,23.677
2025-01-30,AAPL US Equity,28.266,21.602,21.223,23.485
2025-01-31,AAPL US Equity,28.068,21.593,21.167,23.452
2025-02-03,AAPL US Equity,29.122,22.392,21.781,23.689
2025-02-04,AAPL US Equity,29.841,22.657,21.851,23.767
2025-02-05,AAPL US Equity,29.122,22.644,21.851,23.765
2025-02-06,AAPL US Equity,29.125,22.649,21.769,23.765
2025-02-07,AAPL US Equity,29.43,22.699,22.053,23.876
2025-02-10,AAPL US Equity,29.371,22.126,22.052,23.872
2025-02-11,AAPL US Equity,30.24,22.427,22.278,23.878
2025-02-12,AAPL US Equity,30.727,22.614,22.434,23.853
2025-02-13,AAPL US Equity,31.355,22.832,22.572,23.893
2025-02-14,AAPL US Equity,30.602,22.556,22.598,23.913
2025-02-18,AAPL US Equity,30.595,22.363,22.598,23.897
2025-02-19,AAPL US Equity,30.532,22.199,22.594,23.885
2025-02-20,AAPL US Equity,30.344,22.199,22.572,23.887
2025-02-21,AAPL US Equity,30.344,22.166,22.48,23.878
2025-02-24,AAPL US Equity,29.391,22.025,22.488,23.883
2025-02-25,AAPL US Equity,29.167,21.954,22.091,23.862
2025-02-26,AAPL US Equity,30.403,22.414,22.441,24.0
2025-02-27,AAPL US Equity,30.119,22.527,22.51,24.033
2025-02-28,AAPL US Equity,27.784,22.662,22.644,24.099
2025-03-03,AAPL US Equity,28.231,22.806,22.778,24.14
2025-03-04,AAPL US Equity,26.451,22.853,22.812,24.155
2025-03-05,AAPL US Equity,26.443,22.539,22.755,24.153
2025-03-06,AAPL US Equity,26.453,22.54,22.757,24.133
2025-03-07,AAPL US Equity,26.716,22.689,22.868,24.153
2025-03-10,AAPL US Equity,29.458,24.202,23.672,24.668
2025-03-11,AAPL US Equity,28.487,24.714,24.083,24.846
2025-03-12,AAPL US Equity,28.741,24.757,24.08,24.903
2025-03-13,AAPL US Equity,30.175,25.235,23.981,25.144
2025-03-14,AAPL US Equity,30.891,25.344,24.138,25.196
2025-03-17,AAPL US Equity,29.393,25.342,24.119,25.056
2025-03-18,AAPL US Equity,28.532,25.332,24.124,24.888
2025-03-19,AAPL US Equity,28.882,25.417,24.188,24.903
2025-03-20,AAPL US Equity,28.834,25.156,24.184,24.911
2025-03-21,AAPL US Equity,28.794,25.384,24.36,24.961
2025-03-24,AAPL US Equity,29.04,25.38,24.18,24.959
2025-03-25,AAPL US Equity,28.555,25.489,23.875,24.991
2025-03-26,AAPL US Equity,28.012,25.536,23.916,24.98
2025-03-27,AAPL US Equity,27.484,25.49,23.957,24.978
2025-03-28,AAPL US Equity,27.994,25.787,24.271,25.132
2025-03-31,AAPL US Equity,28.833,25.899,24.209,25.194
2025-04-01,AAPL US Equity,28.898,25.913,24.067,25.165
2025-04-02,AAPL US Equity,28.881,25.913,23.944,25.128
2025-04-03,AAPL US Equity,40.263,30.741,27.893,26.638
2025-04-04,AAPL US Equity,45.037,33.236,29.989,27.71
2025-04-07,AAPL US Equity,45.709,33.668,30.332,27.954
2025-04-08,AAPL US Equity,47.047,34.596,31.123,28.415
2025-04-09,AAPL US Equity,65.88,42.667,37.788,31.737
2025-04-10,AAPL US Equity,66.319,43.197,38.292,32.021
2025-04-11,AAPL US Equity,67.802,43.752,38.727,32.25
2025-04-14,AAPL US Equity,68.316,43.871,38.863,32.311
2025-04-15,AAPL US Equity,68.31,43.867,38.862,32.309
2025-04-16,AAPL US Equity,69.068,44.334,39.159,32.557
2025-04-17,AAPL US Equity,69.013,44.421,39.224,32.582
2025-04-21,AAPL US Equity,67.849,44.404,39.309,32.637
2025-04-22,AAPL US Equity,68.407,44.82,39.622,32.797
2025-04-23,AAPL US Equity,68.743,45.044,39.797,32.859
2025-04-24,AAPL US Equity,68.255,45.158,39.842,32.639
2025-04-25,AAPL US Equity,68.038,45.169,39.763,32.632
2025-04-28,AAPL US Equity,68.048,45.12,39.724,32.553
2025-04-29,AAPL US Equity,68.046,45.092,39.729,32.493
2025-04-30,AAPL US Equity,67.972,44.985,39.727,32.484
2025-05-01,AAPL US Equity,67.966,44.97,39.73,32.479
2025-05-02,AAPL US Equity,68.612,45.253,39.987,32.687
2025-05-05,AAPL US Equity,69.05,45.523,40.25,32.849
2025-05-06,AAPL US Equity,68.848,45.457,40.217,32.845
2025-05-07,AAPL US Equity,68.861,45.468,40.246,32.845
2025-05-08,AAPL US Equity,68.791,45.461,40.254,32.847
2025-05-09,AAPL US Equity,68.483,45.446,40.205,32.848
2025-05-12,AAPL US Equity,70.767,46.681,41.158,33.296
2025-05-13,AAPL US Equity,70.831,46.53,41.136,33.253
2025-05-14,AAPL US Equity,70.816,46.53,41.137,33.248
2025-05-15,AAPL US Equity,64.393,46.51,41.136,33.185
2025-05-16,AAPL US Equity,59.814,46.479,41.136,32.68
2025-05-19,AAPL US Equity,58.649,46.508,41.157,32.689
2025-05-20,AAPL US Equity,56.231,46.362,41.124,32.702
2025-05-21,AAPL US Equity,37.804,46.487,41.226,32.789
2025-05-22,AAPL US Equity,35.313,46.485,41.228,32.777
2025-05-23,AAPL US Equity,34.595,46.602,41.42,32.913
2025-05-27,AAPL US Equity,34.798,46.338,41.574,32.961
2025-05-28,AAPL US Equity,34.797,46.314,41.522,32.956
2025-05-29,AAPL US Equity,32.596,46.006,41.52,32.936
2025-05-30,AAPL US Equity,32.373,46.002,41.529,32.938
2025-06-02,AAPL US Equity,31.769,46.012,41.538,32.941
2025-06-03,AAPL US Equity,30.26,46.034,41.479,32.944
2025-06-04,AAPL US Equity,29.38,45.694,41.47,32.938
2025-06-05,AAPL US Equity,28.962,45.263,41.489,32.948
2025-06-06,AAPL US Equity,29.395,45.357,41.559,32.916
2025-06-09,AAPL US Equity,29.542,45.382,41.587,32.9
2025-06-10,AAPL US Equity,29.563,45.394,41.555,32.905
2025-06-11,AAPL US Equity,29.943,45.145,41.601,32.963
2025-06-12,AAPL US Equity,29.915,44.985,41.502,32.96
2025-06-13,AAPL US Equity,28.052,45.033,41.519,32.986
2025-06-16,AAPL US Equity,26.6,45.07,41.444,32.988
2025-06-17,AAPL US Equity,26.927,44.954,41.474,33.019
2025-06-18,AAPL US Equity,26.752,44.967,41.438,33.013
2025-06-20,AAPL US Equity,27.512,44.977,41.589,33.08
2025-06-23,AAPL US Equity,27.481,44.853,41.56,33.058
2025-06-24,AAPL US Equity,20.432,44.707,41.53,33.006
2025-06-25,AAPL US Equity,20.257,44.658,41.541,32.253
2025-06-26,AAPL US Equity,20.257,44.657,41.377,32.128
2025-06-27,AAPL US Equity,20.256,44.654,41.378,32.123
2025-06-30,AAPL US Equity,21.289,44.806,41.485,32.178
2025-07-01,AAPL US Equity,21.407,44.878,41.512,32.144
2025-07-02,AAPL US Equity,22.204,45.042,41.651,32.202
2025-07-03,AAPL US Equity,20.917,45.057,41.516,32.132
2025-07-07,AAPL US Equity,21.617,44.916,41.561,32.16
2025-07-08,AAPL US Equity,19.193,44.874,41.558,32.158
2025-07-09,AAPL US Equity,17.916,44.753,41.457,32.16
2025-07-10,AAPL US Equity,17.957,44.701,41.033,32.104
2025-07-11,AAPL US Equity,18.068,44.689,41.022,32.107
2025-07-14,AAPL US Equity,18.523,44.728,40.785,32.088
2025-07-15,AAPL US Equity,18.504,44.732,40.778,31.958
2025-07-16,AAPL US Equity,18.433,44.649,40.787,31.921
2025-07-17,AAPL US Equity,18.412,43.863,40.784,31.915
2025-07-18,AAPL US Equity,18.066,43.593,40.518,31.846
2024-01-02,AMZN US Equity,18.431,29.916,31.122,33.437
2024-01-03,AMZN US Equity,18.632,29.934,31.161,33.459
2024-01-04,AMZN US Equity,19.792,30.308,31.396,33.542
2024-01-05,AMZN US Equity,18.94,30.24,31.388,33.337
2024-01-08,AMZN US Equity,20.546,30.55,31.5,33.39
2024-01-09,AMZN US Equity,20.929,30.443,30.955,33.292
2024-01-10,AMZN US Equity,21.3,30.543,31.025,33.274
2024-01-11,AMZN US Equity,21.331,30.548,31.006,33.178
2024-01-12,AMZN US Equity,21.372,30.444,31.015,33.181
2024-01-16,AMZN US Equity,21.593,30.363,31.029,33.146
2024-01-17,AMZN US Equity,21.265,30.416,31.071,33.151
2024-01-18,AMZN US Equity,21.154,29.917,30.809,33.059
2024-01-19,AMZN US Equity,20.636,29.879,30.815,32.91
2024-01-22,AMZN US Equity,20.263,29.593,30.728,32.892
2024-01-23,AMZN US Equity,20.34,29.618,30.455,32.792
2024-01-24,AMZN US Equity,19.995,29.131,30.455,32.335
2024-01-25,AMZN US Equity,19.853,29.131,28.169,32.337
2024-01-26,AMZN US Equity,19.837,28.985,28.067,32.226
2024-01-29,AMZN US Equity,19.749,28.869,28.01,32.162
2024-01-30,AMZN US Equity,19.901,27.847,27.998,32.192
2024-01-31,AMZN US Equity,19.84,28.206,28.242,32.231
2024-02-01,AMZN US Equity,21.262,28.394,28.481,32.124
2024-02-02,AMZN US Equity,30.495,30.102,30.47,32.965
2024-02-05,AMZN US Equity,30.654,30.169,30.325,32.951
2024-02-06,AMZN US Equity,30.756,30.214,30.193,32.956
2024-02-07,AMZN US Equity,30.769,30.21,30.17,32.909
2024-02-08,AMZN US Equity,30.833,30.124,30.162,32.794
2024-02-09,AMZN US Equity,31.585,29.574,30.356,32.834
2024-02-12,AMZN US Equity,31.707,29.593,30.419,32.782
2024-02-13,AMZN US Equity,32.236,29.839,30.602,32.821
2024-02-14,AMZN US Equity,32.068,29.816,30.336,32.094
2024-02-15,AMZN US Equity,30.789,29.867,30.339,30.813
2024-02-16,AMZN US Equity,30.865,29.858,30.341,30.784
2024-02-20,AMZN US Equity,30.71,29.892,30.392,30.827
2024-02-21,AMZN US Equity,30.557,29.911,30.41,30.754
2024-02-22,AMZN US Equity,31.782,30.165,30.664,30.862
2024-02-23,AMZN US Equity,31.749,30.009,30.664,30.849
2024-02-26,AMZN US Equity,31.707,29.956,30.644,30.802
2024-02-27,AMZN US Equity,31.61,29.589,30.58,30.815
2024-02-28,AMZN US Equity,31.388,29.604,30.491,30.793
2024-02-29,AMZN US Equity,31.686,29.323,30.615,30.677
2024-03-01,AMZN US Equity,31.629,29.307,30.243,30.659
2024-03-04,AMZN US Equity,31.629,29.262,30.172,30.519
2024-03-05,AMZN US Equity,32.439,27.602,30.136,30.582
2024-03-06,AMZN US Equity,32.508,27.435,30.143,30.587
2024-03-07,AMZN US Equity,32.831,25.398,29.873,30.512
2024-03-08,AMZN US Equity,32.998,24.767,29.903,30.532
2024-03-11,AMZN US Equity,33.536,25.068,29.941,30.609
