date,ticker,VOLATILITY_30D,VOLATILITY_90D,VOLATILITY_120D,VOLATILITY_260D
2024-06-17,GOOG US Equity,15.921,28.37,28.24,28.191
2024-06-18,GOOG US Equity,15.662,28.317,28.275,27.927
2024-06-20,GOOG US Equity,15.374,28.258,28.283,27.93
2024-06-21,GOOG US Equity,15.854,28.161,28.333,27.96
2024-06-24,GOOG US Equity,15.595,28.157,28.278,27.94
2024-06-25,GOOG US Equity,17.182,28.132,28.495,28.049
2024-06-26,GOOG US Equity,17.193,27.966,28.359,28.05
2024-06-27,GOOG US Equity,17.067,27.979,28.35,28.04
2024-06-28,GOOG US Equity,18.063,28.183,28.363,28.071
2024-07-01,GOOG US Equity,17.899,28.158,28.311,28.072
2024-07-02,GOOG US Equity,18.088,28.193,28.328,27.996
2024-07-03,GOOG US Equity,18.053,26.898,28.326,27.928
2024-07-05,GOOG US Equity,18.988,27.11,28.508,28.006
2024-07-08,GOOG US Equity,18.324,26.895,28.543,27.81
2024-07-09,GOOG US Equity,18.297,26.804,28.502,27.81
2024-07-10,GOOG US Equity,18.379,26.701,28.477,27.784
2024-07-11,GOOG US Equity,20.522,26.691,28.706,27.926
2024-07-12,GOOG US Equity,19.224,26.688,28.709,27.923
2024-07-15,GOOG US Equity,19.282,26.602,28.713,27.924
2024-07-16,GOOG US Equity,19.951,26.637,28.781,27.928
2024-07-17,GOOG US Equity,20.634,26.828,28.742,27.938
2024-07-18,GOOG US Equity,21.271,26.947,28.897,28.001
2024-07-19,GOOG US Equity,21.168,26.946,28.885,27.847
2024-07-22,GOOG US Equity,21.679,27.127,28.98,27.915
2024-07-23,GOOG US Equity,21.666,26.858,26.555,27.877
2024-07-24,GOOG US Equity,26.694,28.259,27.709,28.079
2024-07-25,GOOG US Equity,27.976,27.897,28.103,28.251
2024-07-26,GOOG US Equity,27.651,27.892,28.083,28.247
2024-07-29,GOOG US Equity,27.884,27.924,28.148,28.264
2024-07-30,GOOG US Equity,27.915,27.895,28.13,28.241
2024-07-31,GOOG US Equity,27.79,27.73,28.143,28.105
2024-08-01,GOOG US Equity,27.701,27.73,28.014,28.106
2024-08-02,GOOG US Equity,28.089,28.06,28.208,28.194
2024-08-05,GOOG US Equity,31.064,29.251,28.989,28.601
2024-08-06,GOOG US Equity,29.648,29.251,28.982,28.093
2024-08-07,GOOG US Equity,29.686,28.88,28.783,28.093
2024-08-08,GOOG US Equity,30.309,29.047,28.805,28.057
2024-08-09,GOOG US Equity,30.264,29.083,28.829,28.07
2024-08-12,GOOG US Equity,30.158,28.685,28.826,28.069
2024-08-13,GOOG US Equity,30.186,28.672,28.84,27.97
2024-08-14,GOOG US Equity,30.637,28.883,29.073,28.08
2024-08-15,GOOG US Equity,29.537,28.828,28.23,28.086
2024-08-16,GOOG US Equity,29.873,28.864,28.229,27.985
2024-08-19,GOOG US Equity,30.924,28.913,28.224,28.064
2024-08-20,GOOG US Equity,30.629,28.859,28.133,28.031
2024-08-21,GOOG US Equity,29.762,28.715,28.094,28.045
2024-08-22,GOOG US Equity,29.881,28.805,27.818,28.079
2024-08-23,GOOG US Equity,30.057,28.854,27.846,28.075
2024-08-26,GOOG US Equity,29.95,28.852,27.798,28.046
2024-08-27,GOOG US Equity,29.769,28.832,27.716,28.047
2024-08-28,GOOG US Equity,29.49,28.81,27.769,28.058
2024-08-29,GOOG US Equity,29.485,28.761,27.67,28.003
2024-08-30,GOOG US Equity,28.773,28.788,27.698,28.014
2024-09-03,GOOG US Equity,30.727,29.413,28.351,28.31
2024-09-04,GOOG US Equity,27.131,24.417,28.137,28.195
2024-09-05,GOOG US Equity,25.915,23.769,28.044,28.113
2024-09-06,GOOG US Equity,28.479,24.573,28.022,28.432
2024-09-09,GOOG US Equity,28.196,24.703,28.133,28.476
2024-09-10,GOOG US Equity,28.166,24.509,28.083,28.346
2024-09-11,GOOG US Equity,28.503,24.64,28.144,28.361
2024-09-12,GOOG US Equity,29.587,24.936,28.175,28.443
2024-09-13,GOOG US Equity,29.583,24.929,28.29,28.493
2024-09-16,GOOG US Equity,26.109,24.887,28.291,28.495
2024-09-17,GOOG US Equity,26.23,24.927,28.313,28.486
2024-09-18,GOOG US Equity,26.247,24.909,28.315,28.481
2024-09-19,GOOG US Equity,26.001,25.042,28.112,28.51
2024-09-20,GOOG US Equity,25.973,25.066,28.13,28.519
2024-09-23,GOOG US Equity,26.0,25.03,28.166,28.508
2024-09-24,GOOG US Equity,25.753,24.986,27.834,28.493
2024-09-25,GOOG US Equity,24.752,24.915,27.78,28.478
2024-09-26,GOOG US Equity,24.71,24.903,27.714,28.476
2024-09-27,GOOG US Equity,24.686,24.931,27.682,28.485
2024-09-30,GOOG US Equity,24.012,24.984,27.725,28.505
2024-10-01,GOOG US Equity,24.097,24.868,27.597,28.334
2024-10-02,GOOG US Equity,24.062,24.854,27.573,28.231
2024-10-03,GOOG US Equity,23.735,24.792,27.435,28.23
2024-10-04,GOOG US Equity,23.599,24.832,27.454,28.233
2024-10-07,GOOG US Equity,24.76,24.918,27.705,28.269
2024-10-08,GOOG US Equity,24.745,24.956,27.723,28.24
2024-10-09,GOOG US Equity,24.982,25.09,27.778,28.267
2024-10-10,GOOG US Equity,24.904,25.078,27.701,28.247
2024-10-11,GOOG US Equity,24.826,25.043,27.668,28.153
2024-10-14,GOOG US Equity,21.695,25.088,27.694,28.133
2024-10-15,GOOG US Equity,21.599,25.0,27.536,28.054
2024-10-16,GOOG US Equity,21.594,24.988,23.658,28.053
2024-10-17,GOOG US Equity,17.621,25.029,23.208,28.022
2024-10-18,GOOG US Equity,16.508,24.996,23.031,28.019
2024-10-21,GOOG US Equity,16.512,24.88,23.026,28.021
2024-10-22,GOOG US Equity,16.2,24.85,22.9,27.973
2024-10-23,GOOG US Equity,15.906,24.948,22.988,27.992
2024-10-24,GOOG US Equity,15.105,24.86,22.975,27.962
2024-10-25,GOOG US Equity,15.625,24.968,22.918,27.968
2024-10-28,GOOG US Equity,15.624,24.88,22.899,27.976
2024-10-29,GOOG US Equity,16.238,25.047,23.028,27.99
2024-10-30,GOOG US Equity,17.711,25.135,23.39,28.129
2024-10-31,GOOG US Equity,18.827,25.348,23.572,28.153
2024-11-01,GOOG US Equity,18.515,25.303,23.555,28.143
2024-11-04,GOOG US Equity,18.938,25.185,23.556,28.129
2024-11-05,GOOG US Equity,18.879,25.174,23.527,26.206
2024-11-06,GOOG US Equity,22.012,26.024,24.201,26.346
2024-11-07,GOOG US Equity,22.675,26.294,24.397,26.425
2024-11-08,GOOG US Equity,23.069,26.045,24.463,26.409
2024-11-11,GOOG US Equity,23.189,26.102,24.489,26.424
2024-11-12,GOOG US Equity,23.047,26.137,24.382,26.379
2024-11-13,GOOG US Equity,23.699,26.18,24.474,26.425
2024-11-14,GOOG US Equity,24.386,25.911,24.574,26.463
2024-11-15,GOOG US Equity,23.888,26.113,24.74,26.535
2024-11-18,GOOG US Equity,24.228,26.245,24.65,26.574
2024-11-19,GOOG US Equity,23.86,26.283,24.753,26.608
2024-11-20,GOOG US Equity,24.324,26.236,24.824,26.612
2024-11-21,GOOG US Equity,28.417,27.23,25.763,26.987
2024-11-22,GOOG US Equity,28.674,27.353,25.81,27.037
2024-11-25,GOOG US Equity,29.11,27.248,25.915,27.056
2024-11-26,GOOG US Equity,29.169,27.278,25.864,27.056
2024-11-27,GOOG US Equity,28.832,25.83,25.857,27.008
2024-11-29,GOOG US Equity,28.841,25.303,25.823,26.975
2024-12-02,GOOG US Equity,29.104,25.417,25.89,27.003
2024-12-03,GOOG US Equity,29.07,25.299,25.786,27.0
2024-12-04,GOOG US Equity,29.062,25.466,25.883,27.036
2024-12-05,GOOG US Equity,29.299,25.497,25.923,27.023
2024-12-06,GOOG US Equity,29.209,25.573,25.918,27.047
2024-12-09,GOOG US Equity,29.152,25.239,25.901,27.046
2024-12-10,GOOG US Equity,32.542,25.381,26.935,27.468
2024-12-11,GOOG US Equity,35.055,26.857,28.043,27.886
2024-12-12,GOOG US Equity,34.825,27.034,27.89,27.933
2024-12-13,GOOG US Equity,35.12,26.975,27.946,27.879
2024-12-16,GOOG US Equity,36.005,27.531,28.387,28.053
2024-12-17,GOOG US Equity,36.139,27.498,28.257,28.047
2024-12-18,GOOG US Equity,36.473,28.2,28.759,27.837
2024-12-19,GOOG US Equity,35.977,27.868,28.713,27.802
2024-12-20,GOOG US Equity,35.972,27.976,28.816,27.802
2024-12-23,GOOG US Equity,36.084,28.044,28.688,27.823
2024-12-24,GOOG US Equity,36.092,27.85,28.687,27.83
2024-12-26,GOOG US Equity,35.691,27.858,28.689,27.823
2024-12-27,GOOG US Equity,35.593,27.968,28.735,27.874
2024-12-30,GOOG US Equity,35.036,27.896,28.445,27.788
2024-12-31,GOOG US Equity,35.083,27.937,28.497,27.814
2025-01-02,GOOG US Equity,34.851,27.935,28.476,27.796
2025-01-03,GOOG US Equity,34.694,27.943,28.457,27.786
2025-01-06,GOOG US Equity,31.663,28.125,28.582,27.88
2025-01-07,GOOG US Equity,31.191,28.122,28.454,27.891
2025-01-08,GOOG US Equity,31.204,28.125,28.476,27.881
2025-01-10,GOOG US Equity,31.575,27.271,28.356,27.908
2025-01-13,GOOG US Equity,31.674,27.267,28.366,27.912
2025-01-14,GOOG US Equity,31.783,27.303,27.309,27.901
2025-01-15,GOOG US Equity,32.632,26.667,27.264,28.052
2025-01-16,GOOG US Equity,33.036,26.586,27.341,28.031
2025-01-17,GOOG US Equity,32.98,26.68,27.359,28.063
2025-01-21,GOOG US Equity,32.737,26.642,27.389,27.997
2025-01-22,GOOG US Equity,32.657,26.44,27.374,27.967
2025-01-23,GOOG US Equity,32.715,26.322,27.368,27.959
2025-01-24,GOOG US Equity,29.299,26.366,27.154,27.978
2025-01-27,GOOG US Equity,27.793,27.389,26.928,28.297
2025-01-28,GOOG US Equity,27.848,27.504,27.02,28.34
2025-01-29,GOOG US Equity,27.587,27.417,27.021,28.324
2025-01-30,GOOG US Equity,26.81,27.732,27.164,28.413
2025-01-31,GOOG US Equity,27.051,27.732,27.206,28.379
2025-02-03,GOOG US Equity,24.973,27.885,27.269,28.422
2025-02-04,GOOG US Equity,25.816,28.122,27.438,28.514
2025-02-05,GOOG US Equity,33.851,30.874,29.289,29.424
2025-02-06,GOOG US Equity,33.507,30.852,29.278,29.351
2025-02-07,GOOG US Equity,34.722,31.353,29.677,29.54
2025-02-10,GOOG US Equity,34.795,31.344,29.521,29.538
2025-02-11,GOOG US Equity,34.552,31.34,29.537,29.52
2025-02-12,GOOG US Equity,34.584,31.386,29.543,28.499
2025-02-13,GOOG US Equity,34.69,31.431,29.527,28.52
2025-02-14,GOOG US Equity,34.718,31.123,29.5,28.523
2025-02-18,GOOG US Equity,34.483,31.127,29.515,28.518
2025-02-19,GOOG US Equity,33.643,30.997,29.49,28.524
2025-02-20,GOOG US Equity,33.616,31.005,29.438,28.516
2025-02-21,GOOG US Equity,34.462,31.375,29.717,28.656
2025-02-24,GOOG US Equity,34.351,31.333,29.687,28.591
2025-02-25,GOOG US Equity,34.82,31.56,29.241,28.656
2025-02-26,GOOG US Equity,35.003,31.675,29.325,28.652
2025-02-27,GOOG US Equity,34.04,31.911,29.586,28.773
2025-02-28,GOOG US Equity,34.304,31.966,28.952,28.705
2025-03-03,GOOG US Equity,34.065,32.166,29.009,28.742
2025-03-04,GOOG US Equity,34.819,32.389,29.191,28.829
2025-03-05,GOOG US Equity,35.211,32.37,29.187,28.838
2025-03-06,GOOG US Equity,35.204,32.382,29.032,28.827
2025-03-07,GOOG US Equity,35.095,32.32,28.944,28.838
2025-03-10,GOOG US Equity,35.618,33.267,29.766,28.841
2025-03-11,GOOG US Equity,35.002,33.195,29.791,28.851
2025-03-12,GOOG US Equity,35.687,32.966,29.903,28.833
2025-03-13,GOOG US Equity,34.701,33.081,30.069,28.908
2025-03-14,GOOG US Equity,34.876,33.223,30.152,28.928
2025-03-17,GOOG US Equity,34.8,33.183,30.132,28.786
2025-03-18,GOOG US Equity,33.737,33.413,30.334,28.888
2025-03-19,GOOG US Equity,28.663,32.92,30.501,28.949
2025-03-20,GOOG US Equity,28.624,32.703,30.513,28.897
2025-03-21,GOOG US Equity,27.597,32.665,30.503,28.896
2025-03-24,GOOG US Equity,28.542,32.827,30.628,28.914
2025-03-25,GOOG US Equity,29.16,32.934,30.708,28.955
2025-03-26,GOOG US Equity,30.519,33.307,31.088,29.145
2025-03-27,GOOG US Equity,30.379,33.321,31.208,29.105
2025-03-28,GOOG US Equity,33.29,34.222,32.044,29.502
2025-03-31,GOOG US Equity,33.361,34.086,31.838,29.183
2025-04-01,GOOG US Equity,33.838,34.104,31.916,29.227
2025-04-02,GOOG US Equity,33.867,34.05,31.83,29.204
2025-04-03,GOOG US Equity,34.814,33.804,32.368,29.474
2025-04-04,GOOG US Equity,35.682,34.137,32.685,29.586
2025-04-07,GOOG US Equity,35.755,34.047,32.677,29.601
2025-04-08,GOOG US Equity,35.833,34.132,32.768,29.653
2025-04-09,GOOG US Equity,46.195,37.864,35.667,31.122
2025-04-10,GOOG US Equity,47.086,38.342,36.004,31.332
2025-04-11,GOOG US Equity,47.552,38.521,36.206,31.317
2025-04-14,GOOG US Equity,47.147,38.593,36.252,31.34
2025-04-15,GOOG US Equity,47.088,38.565,36.328,31.388
2025-04-16,GOOG US Equity,47.358,38.673,36.39,31.321
2025-04-17,GOOG US Equity,47.279,38.659,36.444,31.325
2025-04-21,GOOG US Equity,45.878,38.822,36.521,31.377
2025-04-22,GOOG US Equity,46.712,38.02,36.723,31.465
2025-04-23,GOOG US Equity,47.018,37.094,36.825,31.56
2025-04-24,GOOG US Equity,47.065,37.285,36.74,31.586
2025-04-25,GOOG US Equity,46.974,37.355,36.699,31.604
2025-04-28,GOOG US Equity,47.007,36.834,36.72,31.564
2025-04-29,GOOG US Equity,46.476,36.83,36.684,31.564
2025-04-30,GOOG US Equity,46.007,36.376,36.691,31.567
2025-05-01,GOOG US Equity,46.122,36.45,36.249,31.587
2025-05-02,GOOG US Equity,46.415,36.471,36.204,31.619
2025-05-05,GOOG US Equity,45.916,36.353,36.157,31.588
2025-05-06,GOOG US Equity,45.609,36.317,36.116,31.569
2025-05-07,GOOG US Equity,50.235,38.571,37.853,32.517
2025-05-08,GOOG US Equity,50.427,38.688,37.917,32.515
2025-05-09,GOOG US Equity,48.221,38.696,37.857,31.089
2025-05-12,GOOG US Equity,49.254,39.136,38.091,31.088
2025-05-13,GOOG US Equity,49.06,39.172,38.027,31.037
2025-05-14,GOOG US Equity,50.209,39.628,38.342,31.244
2025-05-15,GOOG US Equity,48.641,39.382,38.318,31.207
2025-05-16,GOOG US Equity,47.454,39.449,37.741,31.229
2025-05-19,GOOG US Equity,47.422,39.447,37.67,31.227
2025-05-20,GOOG US Equity,47.313,39.481,37.652,31.209
2025-05-21,GOOG US Equity,39.058,39.809,37.872,31.321
2025-05-22,GOOG US Equity,37.331,39.857,37.909,31.34
2025-05-23,GOOG US Equity,37.035,39.535,37.964,31.362
2025-05-27,GOOG US Equity,37.567,39.756,38.093,31.465
2025-05-28,GOOG US Equity,37.106,39.645,38.096,31.461
2025-05-29,GOOG US Equity,36.445,39.592,38.008,31.442
2025-05-30,GOOG US Equity,36.067,39.587,37.978,31.429
2025-06-02,GOOG US Equity,35.551,39.648,37.991,31.444
2025-06-03,GOOG US Equity,35.359,39.651,38.055,31.475
2025-06-04,GOOG US Equity,34.799,39.123,37.282,31.486
2025-06-05,GOOG US Equity,34.183,39.001,36.408,31.475
2025-06-06,GOOG US Equity,34.995,39.365,36.627,31.573
2025-06-09,GOOG US Equity,35.035,39.162,36.669,31.602
2025-06-10,GOOG US Equity,35.125,39.147,36.348,31.616
2025-06-11,GOOG US Equity,35.113,39.094,36.352,31.621
2025-06-12,GOOG US Equity,35.258,38.859,36.001,31.561
2025-06-13,GOOG US Equity,35.022,36.932,36.009,31.567
2025-06-16,GOOG US Equity,35.139,36.996,35.96,31.587
2025-06-17,GOOG US Equity,35.118,36.597,35.881,31.587
2025-06-18,GOOG US Equity,25.721,36.708,35.951,31.622
2025-06-20,GOOG US Equity,28.077,37.203,36.332,31.825
2025-06-23,GOOG US Equity,28.135,37.213,36.294,31.813
2025-06-24,GOOG US Equity,26.62,37.184,36.325,31.828
2025-06-25,GOOG US Equity,27.253,37.391,36.452,31.894
2025-06-26,GOOG US Equity,25.592,37.507,36.547,31.93
2025-06-27,GOOG US Equity,26.09,37.68,36.642,31.966
2025-06-30,GOOG US Equity,26.009,37.686,36.451,31.957
2025-07-01,GOOG US Equity,26.045,37.4,36.444,31.957
2025-07-02,GOOG US Equity,25.82,37.502,36.518,31.97
2025-07-03,GOOG US Equity,24.602,37.329,36.49,31.965
2025-07-07,GOOG US Equity,25.053,37.349,36.564,31.977
2025-07-08,GOOG US Equity,25.032,37.151,36.604,32.004
2025-07-09,GOOG US Equity,24.218,37.175,36.374,31.928
2025-07-10,GOOG US Equity,24.229,37.004,36.342,31.933
2025-07-11,GOOG US Equity,24.532,36.878,36.327,31.957
2025-07-14,GOOG US Equity,24.6,36.833,36.313,31.913
2025-07-15,GOOG US Equity,24.071,36.823,36.312,31.908
2025-07-16,GOOG US Equity,23.399,36.799,36.318,31.89
2025-07-17,GOOG US Equity,23.312,35.908,36.282,31.891
2025-07-18,GOOG US Equity,23.338,35.86,35.795,31.806
2024-01-02,GOOGL US Equity,23.624,27.774,27.547,30.74
2024-01-03,GOOGL US Equity,23.592,27.786,27.54,30.738
2024-01-04,GOOGL US Equity,24.218,27.942,27.667,30.801
2024-01-05,GOOGL US Equity,24.003,27.582,27.655,30.727
2024-01-08,GOOGL US Equity,24.666,27.803,27.753,30.762
2024-01-09,GOOGL US Equity,25.03,27.917,27.586,30.708
2024-01-10,GOOGL US Equity,25.116,27.95,27.6,30.665
2024-01-11,GOOGL US Equity,24.542,27.952,27.553,30.556
2024-01-12,GOOGL US Equity,23.737,27.902,27.549,30.554
2024-01-16,GOOGL US Equity,23.649,27.888,26.308,30.544
2024-01-17,GOOGL US Equity,22.82,27.888,26.335,30.527
2024-01-18,GOOGL US Equity,22.858,27.98,26.177,30.461
2024-01-19,GOOGL US Equity,23.154,28.096,26.333,30.494
2024-01-22,GOOGL US Equity,17.878,28.058,26.299,30.492
2024-01-23,GOOGL US Equity,17.182,28.033,26.043,30.495
2024-01-24,GOOGL US Equity,16.646,28.072,26.086,30.334
2024-01-25,GOOGL US Equity,17.151,28.272,26.243,30.389
2024-01-26,GOOGL US Equity,17.119,28.27,25.98,30.376
2024-01-29,GOOGL US Equity,16.896,27.724,26.001,30.363
2024-01-30,GOOGL US Equity,17.797,27.467,26.002,30.4
2024-01-31,GOOGL US Equity,29.696,30.653,28.52,31.377
2024-02-01,GOOGL US Equity,29.72,30.659,28.537,30.97
2024-02-02,GOOGL US Equity,29.612,30.482,28.497,30.934
2024-02-05,GOOGL US Equity,29.408,30.416,28.462,30.861
2024-02-06,GOOGL US Equity,29.34,30.343,28.431,30.74
2024-02-07,GOOGL US Equity,29.472,30.31,28.434,30.669
2024-02-08,GOOGL US Equity,29.338,30.031,28.277,30.621
2024-02-09,GOOGL US Equity,29.907,30.125,28.415,30.568
2024-02-12,GOOGL US Equity,30.073,29.991,28.456,30.538
2024-02-13,GOOGL US Equity,30.329,30.135,28.344,30.556
2024-02-14,GOOGL US Equity,30.33,29.993,28.186,29.764
2024-02-15,GOOGL US Equity,30.568,30.225,28.39,29.712
2024-02-16,GOOGL US Equity,30.96,30.348,28.472,29.698
2024-02-20,GOOGL US Equity,30.258,30.203,28.208,29.371
2024-02-21,GOOGL US Equity,30.071,30.186,28.211,28.232
2024-02-22,GOOGL US Equity,30.112,30.168,28.251,27.861
2024-02-23,GOOGL US Equity,30.109,30.097,28.245,27.855
2024-02-26,GOOGL US Equity,33.058,31.088,29.048,28.251
2024-02-27,GOOGL US Equity,33.214,31.055,29.044,28.262
2024-02-28,GOOGL US Equity,33.568,31.21,29.159,28.243
2024-02-29,GOOGL US Equity,33.613,31.2,29.219,28.229
2024-03-01,GOOGL US Equity,33.04,31.225,29.248,28.218
2024-03-04,GOOGL US Equity,33.93,31.454,29.492,28.223
2024-03-05,GOOGL US Equity,33.783,26.356,29.461,28.229
2024-03-06,GOOGL US Equity,33.512,25.987,29.453,28.234
2024-03-07,GOOGL US Equity,33.608,26.246,29.637,28.233
2024-03-08,GOOGL US Equity,33.746,26.097,29.646,28.232
2024-03-11,GOOGL US Equity,34.102,26.223,29.748,28.271
2024-03-12,GOOGL US Equity,34.086,26.057,29.385,28.274
2024-03-13,GOOGL US Equity,25.12,26.066,29.171,28.237
2024-03-14,GOOGL US Equity,26.0,26.273,29.364,28.275
2024-03-15,GOOGL US Equity,26.2,26.357,29.426,28.28
2024-03-18,GOOGL US Equity,29.406,27.405,29.992,28.573
2024-03-19,GOOGL US Equity,29.443,27.407,29.93,28.579
2024-03-20,GOOGL US Equity,29.494,27.364,29.914,28.507
2024-03-21,GOOGL US Equity,29.595,27.261,29.888,28.45
2024-03-22,GOOGL US Equity,29.614,27.46,29.827,28.514
2024-03-25,GOOGL US Equity,29.486,27.425,29.766,28.372
2024-03-26,GOOGL US Equity,29.027,27.408,29.621,28.296
2024-03-27,GOOGL US Equity,28.998,27.273,29.619,27.992
2024-03-28,GOOGL US Equity,28.102,27.181,29.504,27.969
2024-04-01,GOOGL US Equity,28.734,27.599,29.804,28.107
2024-04-02,GOOGL US Equity,28.873,27.621,29.817,27.905
2024-04-03,GOOGL US Equity,28.793,27.571,29.711,27.856
2024-04-04,GOOGL US Equity,30.184,27.939,29.979,27.95
2024-04-05,GOOGL US Equity,30.368,28.007,29.977,27.973
2024-04-08,GOOGL US Equity,26.801,28.1,30.003,27.842
2024-04-09,GOOGL US Equity,26.839,27.984,30.037,27.815
2024-04-10,GOOGL US Equity,26.039,27.78,29.974,27.818
2024-04-11,GOOGL US Equity,26.301,27.94,30.113,27.875
2024-04-12,GOOGL US Equity,26.354,27.769,30.058,27.779
2024-04-15,GOOGL US Equity,25.377,27.925,30.187,27.848
2024-04-16,GOOGL US Equity,25.304,27.891,30.101,27.851
2024-04-17,GOOGL US Equity,24.884,26.543,26.093,27.853
2024-04-18,GOOGL US Equity,24.35,26.406,25.741,27.623
2024-04-19,GOOGL US Equity,24.891,26.402,25.826,27.586
2024-04-22,GOOGL US Equity,24.792,26.455,25.771,27.59
2024-04-23,GOOGL US Equity,24.91,26.518,25.808,27.599
2024-04-24,GOOGL US Equity,24.87,26.498,25.691,27.49
2024-04-25,GOOGL US Equity,25.184,26.758,25.874,27.548
2024-04-26,GOOGL US Equity,37.371,31.136,29.447,29.033
2024-04-29,GOOGL US Equity,37.387,31.763,29.927,29.216
2024-04-30,GOOGL US Equity,38.03,31.949,30.107,29.298
2024-05-01,GOOGL US Equity,37.962,31.88,30.107,29.288
2024-05-02,GOOGL US Equity,38.006,31.967,30.113,29.327
2024-05-03,GOOGL US Equity,37.636,31.967,30.022,29.325
2024-05-06,GOOGL US Equity,37.551,31.925,30.013,29.243
2024-05-07,GOOGL US Equity,37.807,32.045,30.08,29.29
2024-05-08,GOOGL US Equity,38.079,32.108,30.131,29.108
2024-05-09,GOOGL US Equity,38.063,32.029,30.048,29.105
2024-05-10,GOOGL US Equity,37.364,32.07,30.012,29.119
2024-05-13,GOOGL US Equity,37.264,31.873,30.003,29.054
2024-05-14,GOOGL US Equity,37.282,31.857,30.009,29.058
2024-05-15,GOOGL US Equity,36.02,31.716,30.021,29.065
2024-05-16,GOOGL US Equity,35.962,31.666,29.96,29.068
2024-05-17,GOOGL US Equity,35.862,31.676,29.981,29.021
2024-05-20,GOOGL US Equity,35.8,31.671,29.979,29.017
2024-05-21,GOOGL US Equity,35.733,31.674,29.857,28.763
2024-05-22,GOOGL US Equity,35.564,31.722,29.739,28.491
2024-05-23,GOOGL US Equity,35.808,31.839,29.846,28.539
2024-05-24,GOOGL US Equity,35.195,31.791,29.675,28.529
2024-05-28,GOOGL US Equity,35.14,31.658,29.644,28.436
2024-05-29,GOOGL US Equity,35.202,31.659,29.618,28.423
2024-05-30,GOOGL US Equity,36.056,31.908,28.91,28.478
2024-05-31,GOOGL US Equity,35.726,31.866,28.809,28.478
2024-06-03,GOOGL US Equity,35.585,31.691,28.727,28.427
2024-06-04,GOOGL US Equity,35.475,31.693,28.703,28.346
2024-06-05,GOOGL US Equity,35.515,31.697,28.72,28.317
2024-06-06,GOOGL US Equity,34.791,31.608,28.71,28.255
2024-06-07,GOOGL US Equity,19.879,28.571,28.797,28.28
2024-06-10,GOOGL US Equity,16.697,28.558,28.618,28.267
2024-06-11,GOOGL US Equity,15.327,28.562,28.631,28.266
2024-06-12,GOOGL US Equity,15.326,28.548,28.598,28.266
2024-06-13,GOOGL US Equity,15.586,28.7,28.644,28.306
2024-06-14,GOOGL US Equity,15.74,28.695,28.652,28.301
2024-06-17,GOOGL US Equity,15.71,28.695,28.651,28.287
2024-06-18,GOOGL US Equity,15.363,28.614,28.689,28.036
2024-06-20,GOOGL US Equity,15.023,28.554,28.695,28.038
2024-06-21,GOOGL US Equity,15.888,28.518,28.789,28.092
2024-06-24,GOOGL US Equity,15.663,28.524,28.731,28.076
2024-06-25,GOOGL US Equity,17.284,28.508,28.951,28.188
2024-06-26,GOOGL US Equity,17.269,28.331,28.789,28.188
2024-06-27,GOOGL US Equity,17.082,28.345,28.781,28.178
2024-06-28,GOOGL US Equity,17.962,28.539,28.781,28.209
2024-07-01,GOOGL US Equity,17.763,28.508,28.72,28.206
2024-07-02,GOOGL US Equity,18.033,28.547,28.738,28.136
2024-07-03,GOOGL US Equity,18.005,27.302,28.734,28.067
2024-07-05,GOOGL US Equity,19.094,27.542,28.936,28.155
2024-07-08,GOOGL US Equity,18.507,27.363,28.974,27.953
2024-07-09,GOOGL US Equity,18.455,27.299,28.942,27.954
2024-07-10,GOOGL US Equity,18.582,27.239,28.922,27.937
2024-07-11,GOOGL US Equity,20.939,27.301,29.189,28.095
2024-07-12,GOOGL US Equity,19.682,27.281,29.19,28.096
2024-07-15,GOOGL US Equity,19.746,27.191,29.192,28.103
2024-07-16,GOOGL US Equity,20.37,27.174,29.256,28.114
2024-07-17,GOOGL US Equity,21.059,27.366,29.229,28.128
2024-07-18,GOOGL US Equity,21.732,27.52,29.378,28.192
2024-07-19,GOOGL US Equity,21.622,27.519,29.359,28.059
2024-07-22,GOOGL US Equity,22.206,27.7,29.441,28.133
2024-07-23,GOOGL US Equity,22.2,27.475,26.952,28.1
2024-07-24,GOOGL US Equity,27.134,28.88,28.091,28.249
2024-07-25,GOOGL US Equity,28.531,28.491,28.496,28.433
2024-07-26,GOOGL US Equity,28.253,28.479,28.476,28.425
2024-07-29,GOOGL US Equity,28.512,28.521,28.547,28.446
2024-07-30,GOOGL US Equity,28.543,28.482,28.523,28.406
2024-07-31,GOOGL US Equity,28.453,28.297,28.536,28.303
2024-08-01,GOOGL US Equity,28.376,28.296,28.399,28.304
2024-08-02,GOOGL US Equity,28.51,28.632,28.601,28.398
2024-08-05,GOOGL US Equity,31.268,29.72,29.307,28.778
2024-08-06,GOOGL US Equity,29.799,29.742,29.315,28.247
2024-08-07,GOOGL US Equity,29.902,29.317,29.124,28.249
2024-08-08,GOOGL US Equity,30.529,29.475,29.141,28.211
2024-08-09,GOOGL US Equity,30.557,29.519,29.167,28.226
2024-08-12,GOOGL US Equity,30.479,29.124,29.172,28.225
2024-08-13,GOOGL US Equity,30.441,29.106,29.178,28.131
2024-08-14,GOOGL US Equity,30.882,29.287,29.399,28.236
2024-08-15,GOOGL US Equity,29.617,29.243,28.585,28.238
2024-08-16,GOOGL US Equity,29.987,29.286,28.59,28.138
